district,cis_mean,adult_child_ratio,enrol_mean,enrol_std,enrol_max,child_enrol_mean,adult_enrol_mean,momentum,coverage_gap,update_lag,num_pincodes,enrol_per_day,state,enrol_volatility,child_proportion,zero_cis_flag,negative_momentum_flag,state_avg_cis,relative_to_state,high_risk,predicted_risk,risk_probability,risk_score,risk_category
Kottayam,0.262,3.3706666666666667,369.0,442.7897356533911,915.0,363.22222222222223,5.777777777777778,0.3045555555555556,0.8130000000000001,5756.190555555555,51.22222222222222,0.020359987666666666,Kerala,1.1967290152794354,0.9816816816816817,0,0,0.32405925925925927,-0.06205925925925926,1,1,0.997100583460428,99.7,🔴 CRITICAL
Panchkula,0.20066666666666666,4.256222222222222,153.77777777777777,189.4813828439207,467.0,153.22222222222223,0.5555555555555556,0.31722222222222224,0.48144444444444445,5086.159,7.777777777777778,0.03469310822222222,Haryana,1.2242156824086765,0.9899497487437187,0,0,0.3328552469135802,-0.13218858024691355,1,1,0.9970096400300227,99.7,🔴 CRITICAL
Surajpur,0.2441111111111111,5.017444444444445,330.77777777777777,407.715519013496,1002.0,330.0,0.7777777777777778,0.29533333333333334,0.2777777777777778,5143.025111111111,4.444444444444445,0.07681670333333333,Chhattisgarh,1.228881336611341,0.9946416610850637,0,0,0.2937256306024599,-0.04961451949134876,1,1,0.9967464997616834,99.7,🔴 CRITICAL
Fazilka,0.28955555555555557,7.071222222222222,212.33333333333334,302.00993361146254,882.0,211.22222222222223,1.1111111111111112,0.2604444444444444,-0.29633333333333334,6264.916888888889,4.666666666666667,0.05423741666666667,Punjab,1.4156715638037307,0.9901041666666667,0,0,0.39889003357753355,-0.10933447802197799,1,1,0.9973198108282072,99.7,🔴 CRITICAL
Paschim Bardhaman,0.24333333333333332,3.4032222222222224,141.77777777777777,182.17764529284167,481.0,131.44444444444446,10.333333333333334,0.2776666666666667,1.3137777777777777,1228.0204444444444,27.77777777777778,0.01885487777777778,West Bengal,1.275952379482938,0.9206225680933854,0,0,0.4030857214185208,-0.15975238808518746,1,1,0.9972880203444167,99.7,🔴 CRITICAL
Nellore,0.21166666666666667,3.613777777777778,596.3333333333334,741.2049311762571,1771.0,596.1111111111111,0.2222222222222222,0.28655555555555556,0.5195555555555555,13311.528222222223,34.666666666666664,0.028222295555555554,Andhra Pradesh,1.240856469603109,0.997953869047619,0,0,0.21832202218585198,-0.0066553555191853075,1,1,0.9969919467090663,99.7,🔴 CRITICAL
Chikkaballapur,0.26522222222222225,3.7411111111111115,350.22222222222223,425.5557477516247,1002.0,348.6666666666667,1.5555555555555556,0.3002222222222222,-0.21044444444444443,4799.969,9.222222222222221,0.04593536733333334,Karnataka,1.2116424326999755,0.9927238215754508,0,0,0.3168469658119658,-0.05162474358974356,1,1,0.9970814400559246,99.7,🔴 CRITICAL
East Midnapur,0.125,3.20825,0.25,0.5,1.0,0.25,0.0,-0.25,-0.882,7.375,0.25,0.0075,West Bengal,0.4,0.2,0,1,0.4030857214185208,-0.2780857214185208,1,1,0.9966374706224655,99.7,🔴 CRITICAL
Shimla,0.23911111111111114,2.413222222222222,185.55555555555554,230.46860475513316,538.0,183.22222222222223,2.3333333333333335,0.28933333333333333,1.436777777777778,2818.4545555555555,23.444444444444443,0.02120857233333333,Himachal Pradesh,1.2353885901108985,0.9821322215604528,0,0,0.2746982905982906,-0.03558717948717946,1,1,0.9964565061466693,99.6,🔴 CRITICAL
South 24 pargana,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9213333333333332,4.333333333333333,0.0,0.0,West Bengal,0.0,0.0,1,0,0.4030857214185208,-0.4030857214185208,1,1,0.9958732768694134,99.6,🔴 CRITICAL
The Nilgiris,0.19822222222222222,2.371222222222222,190.44444444444446,240.2468059679,584.0,189.88888888888889,0.5555555555555556,0.2761111111111111,0.00366666666666667,3150.933444444445,20.11111111111111,0.02329527988888889,Tamil Nadu,1.2549165720900173,0.9918746372605919,0,0,0.23021099498327757,-0.031988772761055356,1,1,0.9964188706218728,99.6,🔴 CRITICAL
Senapati,0.1348888888888889,1.8447777777777778,166.77777777777777,216.20637003669538,545.0,165.0,1.7777777777777777,0.2623333333333333,2.861111111111111,1806.6536666666666,10.11111111111111,0.03460239833333333,Manipur,1.2886472386293102,0.9834437086092715,0,0,0.15960000000000002,-0.024711111111111128,1,1,0.9960290682147521,99.6,🔴 CRITICAL
Ganjam,0.22788888888888892,2.3189444444444445,450.8888888888889,853.0038886118446,2820.0,450.3888888888889,0.5,0.119,2.9658333333333333,8515.1945,23.555555555555557,0.024715311055555557,Odisha,1.8876407665371528,0.9966805999508237,0,0,0.3008145225870375,-0.07292563369814858,1,1,0.9959002383186075,99.6,🔴 CRITICAL
Gariyaband,0.25622222222222224,8.022555555555556,171.33333333333334,216.1347959029272,523.0,170.66666666666666,0.6666666666666666,0.2827777777777778,1.3333333333333333,3424.614777777778,7.777777777777778,0.04186177111111111,Chhattisgarh,1.2541670942142777,0.990328820116054,0,0,0.2937256306024599,-0.037503408380237635,1,1,0.9961050785102443,99.6,🔴 CRITICAL
Ganderbal,0.2641111111111111,3.404333333333333,93.66666666666667,116.26155856515945,273.0,92.44444444444444,1.2222222222222223,0.2946666666666667,-0.25922222222222224,1217.6701111111113,2.2222222222222223,0.05316036,Jammu and Kashmir,1.2281150552657687,0.976525821596244,0,0,0.30199548631445183,-0.03788437520334076,1,1,0.9959914326899557,99.6,🔴 CRITICAL
Udupi,0.23666666666666666,1.4751666666666667,299.4166666666667,487.56602505494453,1483.0,295.8333333333333,3.5833333333333335,0.20266666666666666,0.7980833333333334,2445.322166666667,23.333333333333332,0.023104515833333335,Karnataka,1.6229659641218679,0.9847434119278778,0,0,0.3168469658119658,-0.08018029914529914,1,1,0.9963804454699148,99.6,🔴 CRITICAL
Ramanagar,0.28755555555555556,5.688666666666666,327.6666666666667,438.31124785932656,1209.0,326.44444444444446,1.2222222222222223,0.2657777777777778,-0.29844444444444446,4940.9818888888885,8.333333333333334,0.050405924444444444,Karnataka,1.333604202411744,0.993238674780257,0,0,0.3168469658119658,-0.029291410256410244,1,1,0.996292796866202,99.6,🔴 CRITICAL
Thoothukkudi,0.20833333333333334,2.317222222222222,591.0,726.3699126478189,1687.0,590.6666666666666,0.3333333333333333,0.28800000000000003,0.9074444444444446,9903.364666666668,39.333333333333336,0.030060227777777775,Tamil Nadu,1.2269762037969913,0.9977477477477477,0,0,0.23021099498327757,-0.02187766164994423,1,1,0.9960657645438903,99.6,🔴 CRITICAL
Bokaro,0.26584615384615384,4.4964615384615385,446.3076923076923,732.2179075265533,1910.0,445.0,1.3076923076923077,0.1973076923076923,1.25,7954.563923076924,11.307692307692308,0.04376286876923077,Jharkhand,1.6369445912029565,0.994840928632846,0,0,0.3963690753690754,-0.13052292152292155,1,1,0.9959610288707578,99.6,🔴 CRITICAL
Vijayanagara,0.2897777777777778,2.974888888888889,235.44444444444446,299.66903039483043,790.0,229.22222222222223,6.222222222222222,0.2816666666666667,-0.01744444444444446,2369.164111111111,12.88888888888889,0.031819176666666664,Karnataka,1.2673972150157302,0.9694548872180451,0,0,0.3168469658119658,-0.027069188034188008,1,1,0.9956467904855002,99.6,🔴 CRITICAL
West Siang,0.14533333333333334,2.578,21.333333333333332,28.96981187374195,80.0,21.11111111111111,0.2222222222222222,0.25688888888888894,0.7222222222222222,389.0882222222222,1.6666666666666667,0.027523129666666667,Arunachal Pradesh,1.2971557555406843,0.945273631840796,0,0,0.17341444444444445,-0.028081111111111112,1,1,0.9957972053718788,99.6,🔴 CRITICAL
Eluru,0.12188888888888888,4.182444444444444,69.88888888888889,86.87842719059267,203.0,68.11111111111111,1.7777777777777777,0.3034444444444444,-0.09811111111111111,1113.319888888889,20.88888888888889,0.016642018888888888,Andhra Pradesh,1.2255577503375144,0.9608150470219436,0,0,0.21832202218585198,-0.0964331332969631,1,1,0.9956835784466718,99.6,🔴 CRITICAL
Amethi,0.24633333333333335,3.421222222222222,799.6666666666666,1056.0066287670736,2912.0,793.4444444444445,6.222222222222222,0.26811111111111113,0.9365555555555556,8604.573888888888,16.444444444444443,0.05776900666666666,Uttar Pradesh,1.3189091949630396,0.9909797391063003,0,0,0.4793220677361854,-0.23298873440285206,1,1,0.9960352382680565,99.6,🔴 CRITICAL
Upper Subansiri,0.15055555555555555,1.4076666666666666,15.88888888888889,20.745146688107823,56.0,14.555555555555555,1.3333333333333333,0.2678888888888889,-0.2222222222222222,381.27066666666667,0.4444444444444444,0.03904970722222222,Arunachal Pradesh,1.2283310539011212,0.8618421052631579,0,0,0.17341444444444445,-0.0228588888888889,1,1,0.9959372117861123,99.6,🔴 CRITICAL
Nizamabad,0.20772222222222222,3.381888888888889,394.5,755.0532704230018,2548.0,394.0,0.5,0.22644444444444442,0.5653888888888888,5053.8748888888895,17.27777777777778,0.03182757,Andhra Pradesh,1.9091106711074635,0.9962073324905183,0,0,0.21832202218585198,-0.010599799963629752,1,1,0.9961393537833071,99.6,🔴 CRITICAL
Kamareddy,0.20066666666666666,4.035111111111111,223.11111111111111,293.7002913023941,745.0,222.88888888888889,0.2222222222222222,0.25766666666666665,0.07144444444444446,1523.6194444444445,9.444444444444445,0.033075549555555556,Telangana,1.3105119592075094,0.9945463559742191,0,0,0.24095338217338216,-0.040286715506715504,1,1,0.995807523890516,99.6,🔴 CRITICAL
Nirmal,0.12644444444444444,3.7594444444444446,155.66666666666666,210.5641232499022,572.0,155.33333333333334,0.3333333333333333,0.25699999999999995,-0.3334444444444445,1203.0764444444444,5.555555555555555,0.03574100222222222,Telangana,1.344026318616397,0.9914893617021278,0,0,0.24095338217338216,-0.11450893772893772,1,1,0.9962152393610916,99.6,🔴 CRITICAL
Ariyalur,0.1667777777777778,2.3795555555555556,268.0,338.41283959093516,769.0,259.1111111111111,8.88888888888889,0.2786666666666667,-0.3373333333333333,6824.590333333334,12.88888888888889,0.032286086,Tamil Nadu,1.2580402958770824,0.9632383312680709,0,0,0.23021099498327757,-0.06343321720549977,1,1,0.9954309165526675,99.5,🔴 CRITICAL
Tiruchirappalli,0.22177777777777777,4.829777777777778,1103.5555555555557,1454.2735395302282,3922.0,1103.0,0.5555555555555556,0.26855555555555555,0.9964444444444445,15155.488444444445,40.888888888888886,0.03766970888888889,Tamil Nadu,1.3166142094127404,0.9985916909767628,0,0,0.23021099498327757,-0.008433217205499804,1,1,0.995488806007624,99.5,🔴 CRITICAL
Tiruvannamalai,0.207,4.390111111111111,807.3333333333334,1055.698939092012,2727.0,803.6666666666666,3.6666666666666665,0.26755555555555555,0.5482222222222222,11845.49811111111,30.88888888888889,0.03379670777777778,Tamil Nadu,1.3060193060932108,0.9942268041237112,0,0,0.23021099498327757,-0.023210994983277583,1,1,0.9949498348880954,99.5,🔴 CRITICAL
Rupnagar,0.2786153846153846,4.146615384615385,96.07692307692308,166.401352928425,478.0,95.07692307692308,1.0,0.23107692307692307,0.044769230769230756,2739.242307692308,7.153846153846154,0.02276108730769231,Punjab,1.7141185325432053,0.9793977812995246,0,0,0.39889003357753355,-0.12027464896214896,1,1,0.9954924154889285,99.5,🔴 CRITICAL
Champawat,0.2201111111111111,4.421555555555555,96.22222222222223,123.96247191970821,317.0,96.11111111111111,0.1111111111111111,0.26566666666666666,-0.47,1817.0232222222223,3.7777777777777777,0.03833838444444444,Uttarakhand,1.2750425683169986,0.9885714285714285,0,0,0.32704222222222223,-0.10693111111111114,1,1,0.9946447564348011,99.5,🔴 CRITICAL
Namakkal,0.1976,2.9861999999999997,487.3,708.7474162210399,1991.0,486.4,0.9,0.2355,0.17,7991.9799,22.9,0.0313541107,Tamil Nadu,1.4514589723961497,0.9961089494163423,0,0,0.23021099498327757,-0.032610994983277575,1,1,0.994940215439602,99.5,🔴 CRITICAL
Dhamtari,0.24055555555555555,8.585777777777777,218.66666666666666,273.7402966316797,642.0,218.33333333333334,0.3333333333333333,0.28655555555555556,0.5925555555555556,7909.181111111112,5.555555555555555,0.059670232222222216,Chhattisgarh,1.2461622001442172,0.9939301972685889,0,0,0.2937256306024599,-0.053170075046904325,1,1,0.995,99.5,🔴 CRITICAL
West Medinipur,0.16675,2.66675,0.5,1.0,2.0,0.5,0.0,0.0,-0.882,3.66675,0.25,0.0075,West Bengal,0.6666666666666666,0.3333333333333333,0,0,0.4030857214185208,-0.23633572141852077,1,1,0.995,99.5,🔴 CRITICAL
Boudh,0.23144444444444445,2.2246666666666663,158.22222222222223,224.20458167585346,648.0,158.0,0.2222222222222222,0.2581111111111111,-0.29044444444444445,1743.6318888888889,5.555555555555555,0.03542610833333334,Odisha,1.4081236811463231,0.9923237962316818,0,0,0.3008145225870375,-0.06937007814259305,1,1,0.9949870235121676,99.5,🔴 CRITICAL
South Tripura,0.23155555555555557,3.9023333333333334,239.77777777777777,295.9589404705397,672.0,239.11111111111111,0.6666666666666666,0.3018888888888889,1.0317777777777777,5385.167333333334,8.444444444444445,0.04874526288888889,Tripura,1.229178802138836,0.9930779880018459,0,0,0.31632638888888887,-0.0847708333333333,1,1,0.995,99.5,🔴 CRITICAL
Gadag,0.2521111111111111,1.4126666666666667,255.66666666666666,535.7770607477792,1946.0,254.55555555555554,1.1111111111111112,0.2605,-0.41227777777777774,2251.630777777778,7.166666666666667,0.03596343544444444,Karnataka,2.0874430938225164,0.9917748917748919,0,0,0.3168469658119658,-0.06473585470085469,1,1,0.9946632153208443,99.5,🔴 CRITICAL
Seraikela-Kharsawan,0.2982222222222222,3.854111111111111,376.55555555555554,462.75050273098327,1025.0,373.22222222222223,3.3333333333333335,0.2992222222222222,0.4166666666666667,5742.053666666667,6.444444444444445,0.06406976555555555,Jharkhand,1.2256487712121393,0.9885226603884638,0,0,0.3963690753690754,-0.09814685314685317,1,1,0.995,99.5,🔴 CRITICAL
Bagalkot,0.2595,1.6593333333333335,410.6111111111111,787.7893969754404,2473.0,405.94444444444446,4.666666666666667,0.2952222222222222,-0.09650000000000002,4102.423444444445,11.444444444444445,0.038150283,Karnataka,1.9139167425506718,0.9862329599136187,0,0,0.3168469658119658,-0.0573469658119658,1,1,0.9949006530209858,99.5,🔴 CRITICAL
Gaurela-pendra-marwahi,0.13922222222222225,3.0103333333333335,15.555555555555555,19.862723322288357,49.0,15.0,0.5555555555555556,0.26755555555555555,-0.5185555555555555,289.77933333333334,1.3333333333333333,0.023480038444444445,Chhattisgarh,1.1997618114133906,0.9060402684563758,0,0,0.2937256306024599,-0.15450340838023763,1,1,0.9946699134990997,99.5,🔴 CRITICAL
Bemetara,0.23844444444444443,8.477444444444444,307.8888888888889,379.76915502856616,909.0,306.6666666666667,1.2222222222222223,0.31066666666666665,0.22233333333333333,10038.253222222222,4.0,0.08525955111111111,Chhattisgarh,1.229468487502552,0.9928057553956834,0,0,0.2937256306024599,-0.055281186158015444,1,1,0.9954519088231545,99.5,🔴 CRITICAL
Jalandhar,0.29600000000000004,5.33388888888889,457.55555555555554,590.8559704173072,1486.0,449.55555555555554,8.0,0.2641111111111111,2.7963333333333336,12412.210333333333,30.0,0.03133436622222222,Punjab,1.288515564273265,0.9803731524109522,0,0,0.39889003357753355,-0.10289003357753351,1,1,0.9938656792548599,99.4,🔴 CRITICAL
Jogulamba Gadwal,0.16377777777777777,3.0223333333333335,204.88888888888889,268.16293761650047,626.0,204.66666666666666,0.2222222222222222,0.25722222222222224,-0.46811111111111114,2468.904222222222,4.111111111111111,0.053913157777777776,Telangana,1.302464348919862,0.9940636805180788,0,0,0.24095338217338216,-0.07717560439560439,1,1,0.994438296948845,99.4,🔴 CRITICAL
Una,0.2644444444444444,2.8502222222222224,138.55555555555554,168.4088114612112,349.0,138.55555555555554,0.0,0.29366666666666663,0.5712222222222222,2157.4776666666667,15.0,0.021518436777777778,Himachal Pradesh,1.2067510375405262,0.9928343949044586,0,0,0.2746982905982906,-0.010253846153846169,1,1,0.9935976032892073,99.4,🔴 CRITICAL
Krishna,0.18411111111111111,6.3645555555555555,748.5555555555555,928.0336889239409,2209.0,744.7777777777778,3.7777777777777777,0.2912222222222222,1.1307777777777777,21018.857333333333,48.44444444444444,0.028085039444444442,Andhra Pradesh,1.2381119478676947,0.9936258523569523,0,0,0.21832202218585198,-0.03421091107474086,1,1,0.9941464719693931,99.4,🔴 CRITICAL
Cuttack,0.28894444444444445,2.2395,300.1111111111111,584.3894641004695,2112.0,299.27777777777777,0.8333333333333334,0.12027777777777778,2.5733333333333333,6156.3485,20.166666666666668,0.024106251111111112,Odisha,1.9407768180458398,0.9939114391143912,0,0,0.3008145225870375,-0.011870078142593055,1,1,0.9936033613615531,99.4,🔴 CRITICAL
Domjur,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-0.9213333333333332,1.6666666666666667,0.0,0.0,West Bengal,0.0,0.0,1,0,0.4030857214185208,-0.4030857214185208,1,1,0.9940652009725939,99.4,🔴 CRITICAL
Hanumakonda,0.17777777777777778,3.4174444444444445,114.44444444444444,146.7277334990825,367.0,113.88888888888889,0.5555555555555556,0.2657777777777778,0.135,978.5436666666667,12.11111111111111,0.02232337322222222,Telangana,1.2709813296359407,0.9865255052935514,0,0,0.24095338217338216,-0.06317560439560438,1,1,0.9943067935612804,99.4,🔴 CRITICAL
East midnapore,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,-0.92625,2.0,0.0,0.0,West Bengal,0.0,0.0,1,0,0.4030857214185208,-0.4030857214185208,1,1,0.9940652009725939,99.4,🔴 CRITICAL
West Godavari,0.18400000000000002,6.391555555555556,659.4444444444445,825.7451348798719,2005.0,656.7777777777778,2.6666666666666665,0.28555555555555556,1.245,21755.565222222223,50.111111111111114,0.024494354111111113,Andhra Pradesh,1.250287048102094,0.9944481830417228,0,0,0.21832202218585198,-0.03432202218585195,1,1,0.9941464719693931,99.4,🔴 CRITICAL
Pakke Kessang,0.09,3.19,0.8,0.8366600265340756,2.0,0.6,0.2,0.0,-0.1,17.1,0.6,0.018,Arunachal Pradesh,0.4648111258522642,0.3333333333333333,0,0,0.17341444444444445,-0.08341444444444446,1,1,0.9944634219254944,99.4,🔴 CRITICAL
Kinnaur,0.22944444444444445,1.5184444444444445,18.11111111111111,22.64643705113701,51.0,17.555555555555557,0.5555555555555556,0.29844444444444446,-0.40222222222222226,292.3313333333333,5.444444444444445,0.014697530444444447,Himachal Pradesh,1.1849879852339134,0.9186046511627908,0,0,0.2746982905982906,-0.045253846153846145,1,1,0.9943803789193312,99.4,🔴 CRITICAL
Vikarabad,0.126,4.038777777777778,288.1111111111111,379.2701690234959,949.0,287.8888888888889,0.2222222222222222,0.25677777777777777,0.04766666666666667,2277.311888888889,9.444444444444445,0.04163444222222222,Telangana,1.3118491626485256,0.9957724827056113,0,0,0.24095338217338216,-0.11495338217338216,1,1,0.9937601951184389,99.4,🔴 CRITICAL
Balianta,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,-0.923,1.0,0.0,0.0,Odisha,,0.0,1,0,0.3008145225870375,-0.3008145225870375,1,1,0.9940652009725939,99.4,🔴 CRITICAL
Bhadrak(R),0.0,1.0,0.0,,0.0,0.0,0.0,0.0,-0.923,1.0,0.0,0.0,Odisha,,0.0,1,0,0.3008145225870375,-0.3008145225870375,1,1,0.9940652009725939,99.4,🔴 CRITICAL
Thiruvarur,0.21033333333333334,2.9385555555555554,462.77777777777777,594.397337178124,1467.0,462.44444444444446,0.3333333333333333,0.2823333333333333,0.5666666666666667,4903.291333333334,32.44444444444444,0.025435407555555553,Tamil Nadu,1.2816425574037171,0.9971250598945856,0,0,0.23021099498327757,-0.019877661649944228,1,1,0.9944635399935753,99.4,🔴 CRITICAL
Bicholim,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.917,2.0,0.0,0.0,Goa,0.0,0.0,1,0,0.16091111111111112,-0.16091111111111112,1,1,0.9940652009725939,99.4,🔴 CRITICAL
Wardha,0.24822222222222223,4.699111111111112,217.0,281.40717830218904,721.0,216.44444444444446,0.5555555555555556,0.3075555555555555,-0.39166666666666666,7707.338444444445,7.333333333333333,0.041297066,Maharashtra,1.2908586160650872,0.9928644240570846,0,0,0.44120389616293876,-0.19298167394071652,1,1,0.9943050134344402,99.4,🔴 CRITICAL
Tumakuru,0.2672222222222222,3.6637777777777782,333.3333333333333,401.01807939293707,883.0,328.1111111111111,5.222222222222222,0.3222222222222222,1.0819999999999999,4513.983333333334,26.11111111111111,0.025974470222222223,Karnataka,1.19945587056711,0.9813891658358258,0,0,0.3168469658119658,-0.049624743589743614,1,1,0.993231577607822,99.3,🔴 CRITICAL
